wpm_mean,wpm_std,wpm_trend,delete_ratio_mean,delete_ratio_max,idle_mean,idle_max,idle_count,error_count,error_repeat_flag,time_on_line_sec,cursor_moves,attempt_count,same_error_count,run_count,hint_clicked,question_asked,cartoon_activated,understood_after_help,confusion_type_id,confused,timestamp,session_id,split
13.165038,28.935913,4.2722344,0.4,0.8,2.6963086,7.1357694,5.0,4.0,1.0,21.016611,1.0,5.0,5.0,36.0,0.0,1.0,0.0,0.0,9.0,1,1716720165.7991965,synthetic_000,test
29.080051,60.44672,6.419534,0.44444445,0.6,2.4645596,6.9147935,5.0,4.0,1.0,28.066864,0.0,5.0,5.0,42.0,1.0,1.0,0.0,0.0,21.0,1,1716720170.7991965,synthetic_000,test
36.050644,68.00561,8.706516,0.5,0.6,2.478061,6.9147935,4.0,4.0,1.0,20.890287,0.0,5.0,5.0,33.0,1.0,1.0,0.0,0.0,0.0,1,1716720175.7991965,synthetic_000,test
38.7153,65.42716,4.8933444,0.4,0.6,2.5970585,7.502038,4.0,4.0,1.0,24.362892,0.0,5.0,5.0,38.0,1.0,1.0,0.0,0.0,13.0,1,1716720180.7991965,synthetic_000,test
33.42846,58.345562,-3.3217506,0.35,0.4,2.2322526,7.502038,4.0,4.0,1.0,24.336744,0.0,2.0,2.0,52.0,1.0,1.0,0.0,0.0,13.0,1,1716720185.7991965,synthetic_000,test
34.359764,54.922787,-1.4204639,0.25,0.4,2.0530803,7.502038,5.0,4.0,1.0,27.987572,0.0,2.0,2.0,64.0,1.0,1.0,0.0,0.0,13.0,1,1716720190.7991965,synthetic_000,test
29.192545,54.079613,-1.9193045,0.2,0.6,1.9551792,7.502038,4.0,4.0,1.0,25.73924,0.0,2.0,2.0,63.0,1.0,1.0,0.0,0.0,13.0,1,1716720195.7991965,synthetic_000,test
16.528809,26.539833,-0.9471992,0.26666668,0.4,2.0663707,7.502038,4.0,3.0,1.0,23.493525,0.0,2.0,2.0,60.0,1.0,1.0,0.0,0.0,10.0,1,1716720200.7991965,synthetic_000,test
15.874378,25.773197,-1.0110214,0.2,0.4,2.061027,7.502038,4.0,3.0,1.0,25.474394,0.0,2.0,2.0,64.0,1.0,1.0,0.0,0.0,10.0,1,1716720205.7991965,synthetic_000,test
12.468931,22.33029,-0.5954561,0.2,0.4,2.2233758,8.051562,4.0,3.0,1.0,29.200851,0.0,2.0,2.0,60.0,1.0,1.0,0.0,0.0,10.0,1,1716720210.7991965,synthetic_000,test
13.541225,24.895763,-2.611738,0.3,0.5,2.2473226,8.051562,3.0,3.0,0.0,26.455019,0.0,2.0,2.0,48.0,1.0,1.0,0.0,0.0,1.0,1,1716720215.7991965,synthetic_000,test
4.8610015,5.9158683,0.0057762875,0.2,0.4,2.780243,8.051562,3.0,1.0,0.0,27.670635,0.0,3.0,3.0,44.0,1.0,1.0,0.0,0.0,1.0,1,1716720220.7991965,synthetic_000,test
28.693626,85.59539,9.618949,0.36666667,0.5,2.3522744,8.051562,3.0,1.0,0.0,17.699947,1.0,3.0,3.0,48.0,1.0,1.0,0.0,0.0,1.0,1,1716720225.7991965,synthetic_000,test
31.196451,89.30962,4.919726,0.46666667,1.0,2.6936967,8.387466,3.0,1.0,0.0,15.081706,1.0,3.0,3.0,44.0,1.0,0.0,0.0,0.0,11.0,0,1716720230.7991965,synthetic_000,test
28.238682,82.14027,0.25963104,0.42222223,0.6666667,2.415867,8.387466,3.0,1.0,0.0,14.372129,1.0,3.0,3.0,52.0,1.0,1.0,1.0,1.0,11.0,0,1716720235.7991965,synthetic_000,test
28.124037,82.18174,-1.7000948,0.4888889,0.6666667,2.3165696,8.387466,3.0,1.0,0.0,20.038506,1.0,3.0,3.0,52.0,1.0,1.0,1.0,1.0,11.0,0,1716720240.7991965,synthetic_000,test
29.232367,85.690994,-5.092855,0.43333334,0.6,2.716627,8.387466,4.0,1.0,0.0,23.3454,1.0,3.0,3.0,48.0,1.0,1.0,1.0,1.0,11.0,0,1716720245.7991965,synthetic_000,test
34.369457,93.80079,-12.574949,0.5,0.6,2.5333896,8.387466,3.0,1.0,0.0,24.070368,0.0,3.0,3.0,40.0,1.0,1.0,1.0,1.0,11.0,0,1716720250.7991965,synthetic_000,test
4.4352207,10.378369,-0.20464209,0.46666667,0.6,4.1617084,9.342655,4.0,2.0,0.0,24.9062,0.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,11.0,0,1716720255.7991965,synthetic_000,test
4.864437,11.132962,-1.9522887,0.55,0.6,4.1931973,9.342655,4.0,2.0,0.0,27.97787,0.0,1.0,1.0,29.0,1.0,1.0,1.0,1.0,22.0,0,1716720260.7991965,synthetic_000,test
1.3505522,2.070653,-0.050546646,0.7,1.0,4.363087,9.342655,4.0,2.0,0.0,23.780918,0.0,1.0,1.0,32.0,1.0,0.0,0.0,0.0,22.0,0,1716720265.7991965,synthetic_000,test
1.9194916,2.5029235,-0.020022247,0.53333336,0.6666667,3.332078,9.342655,3.0,4.0,1.0,22.319435,0.0,3.0,3.0,38.0,1.0,1.0,0.0,0.0,22.0,0,1716720270.7991965,synthetic_000,test
1.6942384,2.421496,-0.03440066,0.55,0.6,3.1598752,9.342655,3.0,4.0,1.0,19.096222,0.0,3.0,3.0,46.0,1.0,1.0,0.0,0.0,22.0,0,1716720275.7991965,synthetic_000,test
1.6942384,2.421496,-0.03440066,0.55,0.6,3.1598752,9.342655,3.0,4.0,1.0,19.096222,0.0,3.0,3.0,46.0,1.0,1.0,0.0,0.0,22.0,0,1716720280.7991965,synthetic_000,test
1.6844337,2.4235406,-0.101754546,0.55,0.6,3.2364538,10.03186,3.0,4.0,1.0,23.972717,0.0,3.0,3.0,48.0,1.0,1.0,0.0,0.0,0.0,0,1716720285.7991965,synthetic_000,test
1.894988,2.5013256,-0.32583869,0.46666667,0.6,2.9965897,10.03186,2.0,4.0,1.0,21.75159,0.0,3.0,3.0,43.0,1.0,1.0,0.0,0.0,0.0,0,1716720290.7991965,synthetic_000,test
1.9831456,2.5538056,-0.13246061,0.45,0.5,3.3975801,10.03186,3.0,4.0,1.0,28.545036,0.0,3.0,3.0,52.0,1.0,1.0,1.0,1.0,0.0,0,1716720295.7991965,synthetic_000,test
1.6263827,2.2342563,-0.041345544,0.5,0.6,3.1861286,10.03186,3.0,4.0,1.0,27.348282,0.0,3.0,3.0,60.0,1.0,1.0,1.0,1.0,22.0,0,1716720300.7991965,synthetic_000,test
28.509531,90.06863,13.40493,0.4,0.8,2.9236882,10.03186,3.0,4.0,1.0,22.12871,0.0,2.0,2.0,66.0,1.0,1.0,1.0,1.0,17.0,0,1716720305.7991965,synthetic_000,test
27.009888,86.03405,9.619341,0.4,0.8,2.7751606,10.03186,3.0,4.0,1.0,23.270065,0.0,2.0,2.0,72.0,1.0,1.0,1.0,1.0,17.0,0,1716720310.7991965,synthetic_000,test
25.211706,82.63048,5.0919747,0.51111114,0.8,2.328824,7.2846212,3.0,4.0,1.0,22.990093,0.0,2.0,2.0,78.0,1.0,1.0,1.0,1.0,17.0,0,1716720315.7991965,synthetic_000,test
22.36753,76.868286,2.3192322,0.46666667,0.8,2.4307053,7.2846212,5.0,4.0,1.0,25.285831,1.0,2.0,2.0,90.0,1.0,1.0,1.0,1.0,17.0,0,1716720320.7991965,synthetic_000,test
23.387278,79.67488,-1.9905125,0.5833333,0.8,2.098591,4.910122,4.0,4.0,1.0,17.100607,2.0,2.0,2.0,84.0,1.0,1.0,0.0,0.0,16.0,0,1716720325.7991965,synthetic_000,test
33.307194,84.748634,-2.6375632,0.5,0.6,2.2304928,4.910122,5.0,4.0,1.0,11.27862,2.0,2.0,2.0,84.0,1.0,1.0,0.0,0.0,16.0,0,1716720330.7991965,synthetic_000,test
13.043396,35.80941,1.5206038,0.41666666,0.8,2.133678,4.5200276,4.0,4.0,1.0,10.260763,3.0,2.0,2.0,84.0,1.0,1.0,1.0,1.0,16.0,0,1716720335.7991965,synthetic_000,test
13.2746105,35.80227,1.4574229,0.41666666,0.6,2.1144865,4.5200276,4.0,4.0,1.0,8.958137,3.0,2.0,2.0,84.0,1.0,1.0,1.0,1.0,2.0,0,1716720340.7991965,synthetic_000,test
13.883289,31.524473,0.1235991,0.33333334,0.6,1.7138247,4.699312,4.0,4.0,1.0,13.896796,2.0,3.0,3.0,110.0,1.0,1.0,1.0,1.0,22.0,0,1716720345.7991965,synthetic_000,test
13.974094,31.495787,-0.5938564,0.33333334,0.8,1.6591266,4.699312,2.0,4.0,1.0,17.384861,2.0,3.0,3.0,114.0,1.0,1.0,1.0,1.0,22.0,0,1716720350.7991965,synthetic_000,test
15.857797,31.893497,-1.9096221,0.15,0.4,1.658815,4.699312,2.0,4.0,1.0,18.458931,1.0,3.0,3.0,112.0,1.0,1.0,1.0,1.0,22.0,0,1716720355.7991965,synthetic_000,test
8.425741,7.3081346,-0.12852599,0.2,0.2,1.9817932,7.532438,2.0,4.0,1.0,26.182346,1.0,3.0,3.0,102.0,1.0,1.0,1.0,1.0,22.0,0,1716720360.7991965,synthetic_000,test
7.3386197,7.8118987,-0.977078,0.33333334,0.8,1.9918444,7.532438,2.0,4.0,1.0,29.004992,0.0,3.0,3.0,108.0,1.0,1.0,1.0,0.0,4.0,0,1716720365.7991965,synthetic_000,test
6.8944016,7.6080194,-0.8001492,0.33333334,0.8,2.0465403,7.532438,2.0,4.0,1.0,25.99879,0.0,3.0,3.0,110.0,1.0,1.0,1.0,0.0,1.0,0,1716720370.7991965,synthetic_000,test
3.453165,4.045884,-0.57494146,0.5,0.8,2.8275855,7.532438,2.0,4.0,0.0,26.021727,0.0,2.0,2.0,80.0,1.0,1.0,1.0,0.0,1.0,0,1716720375.7991965,synthetic_000,test
3.142048,4.5145364,-0.8181442,0.6333333,0.6666667,2.8843193,7.532438,2.0,4.0,0.0,21.350124,0.0,2.0,2.0,64.0,1.0,1.0,1.0,0.0,1.0,0,1716720380.7991965,synthetic_000,test
0.88594306,2.5058253,0.08437553,0.9,1.0,3.810231,8.842272,3.0,4.0,0.0,22.949411,0.0,2.0,2.0,64.0,1.0,1.0,1.0,0.0,1.0,0,1716720385.7991965,synthetic_000,test
1.1239622,2.4684706,-0.0030439403,0.8,0.8,3.0450754,8.842272,3.0,4.0,0.0,29.882912,0.0,2.0,2.0,80.0,1.0,1.0,0.0,0.0,1.0,0,1716720390.7991965,synthetic_000,test
60.164585,90.92662,5.4077587,0.24,0.6,1.371598,8.842272,3.0,3.0,0.0,18.124939,1.0,1.0,1.0,176.0,1.0,1.0,0.0,0.0,0.0,0,1716720395.7991965,synthetic_000,test
61.97599,92.1643,2.2584178,0.2,0.8,1.1364495,8.842272,3.0,0.0,0.0,12.161097,3.0,1.0,1.0,233.0,1.0,1.0,0.0,0.0,0.0,0,1716720400.7991965,synthetic_000,test
61.43492,86.853836,0.8287126,0.14285715,0.8,0.88228446,8.842272,2.0,0.0,0.0,7.372042,3.0,1.0,1.0,270.0,1.0,1.0,0.0,0.0,0.0,0,1716720405.7991965,synthetic_000,test
59.628014,86.174255,0.44792414,0.17857143,0.8,1.080061,8.842272,3.0,2.0,0.0,9.83993,4.0,2.0,2.0,279.0,1.0,1.0,1.0,1.0,0.0,0,1716720410.7991965,synthetic_000,test
61.50851,86.80117,-0.5134834,0.13333334,0.4,0.95302415,7.6066847,3.0,2.0,0.0,9.519893,4.0,2.0,2.0,272.0,0.0,1.0,1.0,1.0,0.0,0,1716720415.7991965,synthetic_000,test
65.41309,88.184166,-2.213109,0.057142857,0.2,0.9503346,7.6066847,3.0,2.0,0.0,10.313078,4.0,2.0,2.0,257.0,0.0,0.0,1.0,1.0,0.0,1,1716720420.7991965,synthetic_000,test
42.27431,71.754654,-2.4107625,0.05,0.2,1.6604184,7.6066847,4.0,2.0,0.0,11.448308,3.0,2.0,2.0,146.0,0.0,0.0,1.0,1.0,0.0,1,1716720425.7991965,synthetic_000,test
23.789295,35.084076,-5.9218583,0.2,0.4,2.9195051,7.6066847,5.0,2.0,0.0,14.256123,1.0,2.0,2.0,90.0,0.0,1.0,1.0,1.0,0.0,1,1716720430.7991965,synthetic_000,test
1.3073628,1.4744976,-0.17781907,0.7,1.0,5.5685945,7.6066847,6.0,2.0,0.0,25.804882,0.0,2.0,2.0,54.0,0.0,1.0,1.0,1.0,16.0,1,1716720435.7991965,synthetic_000,test
1.6764097,2.0575893,0.016301526,0.53333336,0.6666667,3.8791368,6.2033024,5.0,3.0,0.0,26.09159,0.0,2.0,2.0,74.0,1.0,1.0,0.0,0.0,16.0,1,1716720440.7991965,synthetic_000,test
4.692981,10.153907,1.962094,0.55,0.6,3.0632427,6.2033024,4.0,3.0,1.0,22.057266,0.0,2.0,2.0,85.0,1.0,1.0,0.0,0.0,16.0,1,1716720445.7991965,synthetic_000,test
8.755988,19.370329,1.3693199,0.62222224,0.8,2.2793283,6.2033024,4.0,3.0,1.0,17.948795,1.0,2.0,2.0,131.0,1.0,1.0,1.0,0.0,16.0,1,1716720450.7991965,synthetic_000,test
7.899227,18.841717,0.4517119,0.71666664,0.8,2.1316833,6.2033024,3.0,3.0,1.0,13.943222,1.0,2.0,2.0,144.0,1.0,1.0,1.0,1.0,9.0,1,1716720455.7991965,synthetic_000,test
8.50686,19.467785,0.26082343,0.6888889,0.8,1.8769722,6.2033024,2.0,3.0,1.0,9.798566,1.0,2.0,2.0,135.0,1.0,1.0,1.0,1.0,9.0,1,1716720460.7991965,synthetic_000,test
7.899227,18.841717,-0.5205007,0.73333335,1.0,2.1456525,11.095063,2.0,3.0,1.0,15.571269,1.0,2.0,2.0,148.0,1.0,1.0,1.0,1.0,13.0,1,1716720465.7991965,synthetic_000,test
8.078622,19.59863,-1.9555888,0.8,1.0,1.9892776,11.095063,2.0,3.0,1.0,19.051514,1.0,2.0,2.0,141.0,1.0,1.0,1.0,1.0,13.0,1,1716720470.7991965,synthetic_000,test
6.1473436,19.134504,-2.169927,0.8666667,1.0,2.7124166,11.095063,3.0,3.0,1.0,26.28242,1.0,2.0,2.0,132.0,1.0,1.0,1.0,1.0,13.0,1,1716720475.7991965,synthetic_000,test
15.9471855,47.708157,4.815559,0.8,1.0,2.816987,11.095063,2.0,3.0,1.0,18.002886,1.0,2.0,2.0,121.0,0.0,1.0,1.0,1.0,26.0,1,1716720480.7991965,synthetic_000,test
15.9471855,47.708157,1.626122,0.8,1.0,2.6532857,11.095063,2.0,3.0,1.0,9.867862,1.0,2.0,2.0,121.0,0.0,1.0,1.0,0.0,26.0,1,1716720485.7991965,synthetic_000,test
22.161781,46.82665,2.9348507,0.6,1.0,2.446796,11.095063,4.0,4.0,1.0,10.24275,2.0,2.0,2.0,165.0,1.0,1.0,1.0,0.0,13.0,1,1716720490.7991965,synthetic_000,test
22.224115,45.043,0.38427377,0.6,1.0,1.6885725,8.165985,3.0,4.0,1.0,11.507394,2.0,2.0,2.0,176.0,1.0,1.0,1.0,0.0,10.0,1,1716720495.7991965,synthetic_000,test
20.916815,43.944523,-1.8586067,0.6,1.0,1.9930485,8.165985,4.0,4.0,1.0,15.126965,2.0,2.0,2.0,187.0,1.0,1.0,1.0,1.0,10.0,1,1716720500.7991965,synthetic_000,test
31.218374,73.44022,1.5258843,0.48,1.0,1.4638106,3.8038023,3.0,4.0,1.0,20.587212,1.0,2.0,2.0,231.0,1.0,1.0,1.0,1.0,10.0,1,1716720505.7991965,synthetic_000,test
28.245106,74.67227,4.387045,0.625,1.0,1.4545978,3.8038023,3.0,4.0,0.0,20.911655,1.0,2.0,2.0,187.0,1.0,1.0,1.0,1.0,10.0,1,1716720510.7991965,synthetic_000,test
32.01112,79.014854,4.6776695,0.6,0.8,1.5074233,3.8038023,3.0,4.0,0.0,18.997349,0.0,2.0,2.0,165.0,1.0,1.0,1.0,1.0,10.0,1,1716720515.7991965,synthetic_000,test
27.563278,79.29084,5.6144776,0.53333336,1.0,2.0463667,12.691638,2.0,3.0,0.0,27.514126,0.0,2.0,2.0,154.0,1.0,1.0,1.0,1.0,10.0,1,1716720520.7991965,synthetic_000,test
30.498735,85.78308,4.9490023,0.46666667,1.0,2.5146065,12.691638,3.0,3.0,0.0,26.371477,0.0,2.0,2.0,132.0,1.0,1.0,1.0,1.0,22.0,1,1716720525.7991965,synthetic_000,test
33.271347,89.40435,-1.8841344,0.6666667,1.0,2.742225,12.691638,4.0,3.0,0.0,29.731716,0.0,2.0,2.0,121.0,1.0,1.0,1.0,0.0,20.0,1,1716720530.7991965,synthetic_000,test
9.59887,14.5791025,-2.6472952,0.43333334,0.6666667,3.7751434,12.691638,5.0,3.0,0.0,17.509508,0.0,2.0,2.0,88.0,1.0,1.0,0.0,0.0,2.0,0,1716720535.7991965,synthetic_000,test
9.378554,13.475084,-1.5575312,0.4,0.6,3.1625872,12.691638,5.0,4.0,0.0,18.934235,0.0,2.0,2.0,110.0,1.0,1.0,0.0,0.0,2.0,0,1716720540.7991965,synthetic_000,test
9.378554,13.475084,-1.5575312,0.4,0.6,3.1625872,12.691638,5.0,4.0,0.0,18.934235,0.0,2.0,2.0,110.0,1.0,1.0,0.0,0.0,2.0,0,1716720545.7991965,synthetic_000,test
6.3260193,8.2156925,1.2168629,0.5,0.6,2.8539395,8.73223,5.0,4.0,0.0,24.856226,0.0,2.0,2.0,110.0,1.0,1.0,1.0,1.0,2.0,0,1716720550.7991965,synthetic_000,test
6.6669035,8.638723,1.4175236,0.55,0.6,2.761803,8.73223,4.0,4.0,0.0,21.660603,0.0,2.0,2.0,99.0,1.0,1.0,1.0,1.0,2.0,0,1716720555.7991965,synthetic_000,test
37.574135,74.494255,4.7288547,0.5,1.0,1.8731201,10.492443,3.0,4.0,0.0,28.85944,0.0,2.0,2.0,176.0,1.0,1.0,1.0,1.0,0.0,0,1716720560.7991965,synthetic_000,test
58.73618,80.75572,1.279232,0.2,0.4,0.99798125,10.492443,2.0,4.0,0.0,29.233332,0.0,2.0,2.0,337.0,0.0,1.0,1.0,1.0,0.0,0,1716720565.7991965,synthetic_000,test
59.82661,75.419685,0.055876855,0.16666667,0.5,0.89479256,10.492443,2.0,1.0,0.0,23.4803,0.0,1.0,1.0,411.0,0.0,1.0,1.0,1.0,0.0,0,1716720570.7991965,synthetic_000,test
58.26267,74.97082,-0.19547284,0.14285715,0.5,1.0360198,10.492443,3.0,1.0,0.0,29.600504,0.0,1.0,1.0,423.0,0.0,1.0,1.0,1.0,0.0,0,1716720575.7991965,synthetic_000,test
55.968605,73.704414,-1.5803063,0.16666667,0.33333334,0.8505165,10.492443,2.0,2.0,0.0,22.677702,0.0,1.0,1.0,451.0,0.0,1.0,0.0,0.0,0.0,0,1716720580.7991965,synthetic_000,test
53.618404,72.6234,-1.6887609,0.17619048,0.4,0.92,10.492443,3.0,2.0,0.0,27.227558,0.0,1.0,1.0,477.0,0.0,1.0,0.0,0.0,0.0,1,1716720585.7991965,synthetic_000,test
50.332077,66.24305,-3.081022,0.13333334,0.33333334,0.84456927,6.1202025,3.0,2.0,0.0,27.630863,0.0,1.0,1.0,391.0,0.0,1.0,1.0,0.0,0.0,1,1716720590.7991965,synthetic_000,test
28.779594,37.940266,-3.6045265,0.225,0.5,1.3435539,6.1202025,3.0,2.0,0.0,22.47409,0.0,1.0,1.0,208.0,0.0,1.0,1.0,0.0,0.0,1,1716720595.7991965,synthetic_000,test
13.713544,23.611315,1.0880406,0.31111112,0.4,2.337469,8.567338,4.0,4.0,0.0,24.266895,0.0,1.0,1.0,164.0,1.0,1.0,1.0,0.0,24.0,1,1716720600.7991965,synthetic_000,test
13.562719,23.698746,0.18391408,0.42222223,0.6666667,2.0617948,8.567338,3.0,4.0,0.0,25.10223,0.0,1.0,1.0,165.0,1.0,1.0,1.0,0.0,21.0,1,1716720605.7991965,synthetic_000,test
14.632124,29.691597,0.2561855,0.53333336,0.6666667,2.687353,8.567338,3.0,4.0,0.0,20.728556,0.0,1.0,1.0,104.0,1.0,1.0,1.0,0.0,24.0,1,1716720610.7991965,synthetic_000,test
14.69794,31.966124,-2.9538517,0.45,0.5,3.6391609,8.567338,3.0,4.0,0.0,22.306095,0.0,2.0,2.0,91.0,1.0,1.0,1.0,0.0,21.0,1,1716720615.7991965,synthetic_000,test
14.445545,32.073418,-5.8706717,0.3,0.6,4.0347886,8.567338,3.0,4.0,0.0,19.676182,0.0,2.0,2.0,91.0,1.0,1.0,0.0,0.0,21.0,1,1716720620.7991965,synthetic_000,test
10.168209,24.745628,-2.184488,0.5,0.6,2.9839828,8.567338,4.0,4.0,1.0,27.240456,0.0,3.0,3.0,156.0,1.0,1.0,0.0,0.0,20.0,1,1716720625.7991965,synthetic_000,test
2.962846,5.874713,0.8938143,0.45,0.5,3.2997265,8.525158,4.0,3.0,0.0,27.1611,0.0,3.0,3.0,117.0,1.0,1.0,0.0,0.0,20.0,1,1716720630.7991965,synthetic_000,test
2.8825037,5.377063,0.1860485,0.6,1.0,2.8193083,8.525158,4.0,3.0,1.0,22.487232,0.0,3.0,3.0,143.0,1.0,1.0,1.0,1.0,20.0,1,1716720635.7991965,synthetic_000,test
3.0266125,5.162248,0.19004574,0.4888889,0.6666667,2.733228,8.525158,4.0,3.0,1.0,24.929358,1.0,3.0,3.0,169.0,1.0,1.0,1.0,1.0,20.0,1,1716720640.7991965,synthetic_000,test
3.2248065,4.9450893,0.1315868,0.41666666,0.6,2.416254,5.9374228,4.0,4.0,1.0,21.913677,1.0,4.0,4.0,182.0,1.0,1.0,1.0,1.0,20.0,1,1716720645.7991965,synthetic_000,test
